Parcel_index,Nieuwenhuys_parcel,Lobe,GLI_exist,GLI_lateral,GLI_superior,GLI_median,GLI_inferior,GLI_Mean,Depth_exist,Baillarger_type,Baillarger_type_detail,Intrusion_type,Density_type,Reference,Original_information_source,Depth_profle
162,130,Temporal,1,,170,,,170,1,Unistriate,Singulostriate,Euradiate,Grossofibrosa,Hopf1955,,"[217.225 184.215 167.205 162.825 160.435 157.055 156.46  158.29  159.84 152.01  149.895 154.66  159.915 157.165 158.6   152.96  150.53  152.43 148.66  147.15  151.025 150.785 144.97  142.89  144.285 149.585 146.81 142.405 139.755 137.905 137.845 142.565 141.135 132.115 128.52  123.74 119.465 111.125 108.405 107.385 103.07   89.69   86.585  83.665  76.1  76.685  73.345  74.68   80.715  82.17   87.36   97.365  87.855  92.565  91.09   92.12   89.285  92.84   92.47   92.075 104.19   90.045  89.605  87.03   87.99   85.315  83.095  80.62   75.875  84.3    81.935  83.21  78.05   74.96   76.415  70.325  68.13   60.445  61.2    56.335  54.94  58.715  50.32   51.315  47.81   43.675  40.755  41.135  38.235  32.48  29.965  26.03   20.05   19.91   18.97   18.4    18.15   16.485  14.725  14.9  ]"
163,131,Temporal,1,,203,,,203,1,Unistriate,Singulostriate,Euradiate,,Hopf1955,,"[230.095 211.005 209.255 212.385 212.505 217.81  218.82  205.115 189.985 188.435 154.78  163.78  175.805 190.565 203.05  173.32  175.815 176.665 189.105 184.08  182.73  184.06  182.895 166.515 184.28  181.92  179.56 177.88  181.91  177.78  172.98  184.11  174.275 170.94  161.785 147.415 139.075 123.82  115.915 111.815 108.855 106.36  111.38  106.415 106.635  99.205 107.795 106.5   107.47   99.78  104.49  102.69   99.465 100.91 102.57  105.125 105.855 108.185 101.68   99.865  95.51   86.75   90.265  86.12   82.395  61.04   46.62   43.34   39.71   30.735  31.585  28.095  29.59   25.055  25.95   24.335  21.995  21.375  21.995  19.785  18.815  18.575  17.6    17.44   17.455  20.7    18.705  19.07   16.685  16.465  15.675  17.855  39.45   39.755  30.46   17.32   12.375  12.575  15.47  12.68 ]"
164,132,Temporal,1,,203,,,203,1,Unistriate,Singulostriate,Euradiate,,Hopf1955,,"[245.575 184.54  186.935 180.81  159.795 175.98  191.16  183.73  163.225 124.79  129.06  134.68  146.37  161.95  170.945 174.85  183.535 181.51 179.295 171.9   173.62  181.38  184.76  183.74  183.62  184.16  176.34 177.57  178.48  177.665 174.12  169.105 167.56  166.78  165.595 160.945 156.96  150.245 147.005 145.965 138.675 141.695 132.915 127.935 125.49 127.005 129.86  138.205 140.635 155.625 160.28  152.085 141.61  130.33 123.5   117.77  108.09  103.4    95.82   85.915  66.82   61.355  51.125  44.17   33.975  31.755  27.205  22.905  24.86   20.13   27.445  23.15  20.775  20.575  19.525  18.12   19.06   18.225  18.72   20.01   32.81  33.2    28.27   19.125  19.275  19.675  18.88   18.21   17.84   16.645  16.535  13.34   11.545  12.38   12.915  12.73   12.04   11.79   11.745  11.03 ]"
165,133,Temporal,1,,218,,,218,0,,,,,,,
166,134,Temporal,1,,218,,,218,0,,,,,,,
167,135,Temporal,1,,218,,,218,0,,,,,,,
168,136,Temporal,1,81,131,,,106,1,Unistriate,Propeunistriate,Euradiate,,Hopf1955,,"[172.49  198.36  199.145 196.99  192.42  190.105 184.585 178.795 178.81 173.99  176.6   175.595 173.4   174.64  163.99  163.085 159.655 163.235 157.235 155.66  153.77  154.115 150.465 151.58  150.91  145.735 147.415 140.235 138.94  138.64  134.385 129.11  128.095 123.03  119.2   111.04 110.49  104.035 101.78   91.86   89.17   89.24   85.52   87.595  80.915  84.22   90.8    91.485  85.78   90.94   89.575  90.445  88.875  85.815  84.655  86.025  90.095  82.535  83.83   83.015  86.71   82.895  73.72  78.88   68.705  69.74   75.785  73.935  68.83   70.56   61.935  58.82  57.225  62.28   58.745  57.46   55.33   51.875  53.72   52.29   50.25  50.915  45.365  43.72   40.195  42.285  36.24   35.585  33.43   33.5  30.515  27.84   23.715  23.61   19.265  18.38   16.565  12.745  11.505  12.26 ]"
169,137,Temporal,1,81,102,,,92,1,Unistriate,Propeunistriate,Euradiate,Dives,Hopf1955,,"[222.925 112.245 130.93  164.5   171.535 173.12  175.68  174.85  176.235 180.61  174.595 177.09  175.005 175.925 172.76  173.845 173.11  174.68 169.74  173.48  175.83  168.63  164.925 166.84  168.37  168.895 168.365 165.785 164.495 160.58  153.995 156.465 155.535 147.225 143.18  132.45 123.385 126.95  133.11  124.555 128.7   127.975 134.275 134.85  129.44 125.385 118.13  115.55  115.17  109.055 118.44  115.57  110.07  100.185  94.695  92.06   90.41   98.92   96.835 101.61  100.785  97.71   96.34  96.175  94.8    85.805  85.565  84.005  74.305  63.965  62.675  56.145  50.925  40.315  36.98   29.84   24.48   21.92   21.045  19.73   19.39  18.785  18.35   19.275  18.725  18.325  18.76   16.     16.29   15.995  14.67   14.035  12.375  11.175  10.935  10.84   10.695   9.38   10.94  10.16 ]"
170,138,Temporal,1,90,111,,,101,1,Unistriate,Propeunistriate,Euradiate,,Hopf1955,,"[215.92  197.62  163.255 172.745 188.36  192.97  192.85  191.4   194.485 193.84  191.465 191.395 184.77  180.92  178.425 173.6   171.35  176.1 173.585 166.95  160.755 160.86  158.135 148.1   145.695 134.855 130.43 121.635 108.93  100.7    96.63   93.345  84.05   75.82   72.215  70.02  69.28   66.285  65.78   62.74   57.275  57.275  58.58   55.845  55.755  56.135  59.95   54.86   55.245  56.505  54.01   58.     52.715  50.56  52.565  50.25   48.84   47.08   44.875  41.8    39.955  45.43   44.035  40.81   41.575  44.045  46.315  41.665  40.84   41.     42.325  35.525  33.61   33.09   32.75   34.17   32.25   30.91   27.075  27.965  24.155  23.79   20.655  20.68   18.74   17.945  17.465  17.68   15.33   15.24  15.235  14.025  13.42   13.57   13.82   14.055  12.885  10.78    9.96   9.565]"
171,139,Temporal,1,150,,,,150,1,Unistriate,Propeunistriate,Euradiate,,Hopf1955,,"[244.825 239.59  229.535 228.745 228.96  227.565 223.735 220.9   216.39 214.195 202.46  191.13  184.79  182.985 183.29  184.155 186.925 186.42 184.29  187.575 185.75  186.02  185.725 182.645 178.57  178.265 177.21 179.95  176.315 176.16  171.65  173.625 170.26  171.76  165.165 168.285 165.745 154.38  154.7   156.105 154.565 145.765 138.435 138.54  129.225 128.    122.985 118.08  115.36  110.55  105.725 110.365 106.785 101.47 100.52   99.705  96.22   94.58   93.49   87.41   83.54   86.     89.97  83.325  81.69   93.12   92.81   90.295  95.44   90.24   89.465  86.8  83.32   79.575  80.76   72.58   71.32   67.595  60.885  60.29   61.395  60.61   57.245  48.525  44.53   38.905  40.195  32.695  37.495  30.865  26.585  25.09   22.94   21.175  19.4    20.09   18.41   19.35   23.  27.78 ]"
172,140,Temporal,1,,147,,,147,1,Bistriate,,Euradiate,Grossofibrosa,Hopf1955,,"[198.81  179.135 176.645 181.77  175.065 175.775 172.505 166.94  158.305 149.315 149.67  147.22  145.96  148.96  151.71  150.785 153.26  149.155 151.44  152.045 153.9   149.435 154.765 148.145 150.375 144.62  143.495 143.65  142.02  141.41  137.895 130.535 128.185 130.405 128.18  124.99 125.255 117.245 118.455 111.65  110.605 105.775  96.925  91.855  89.25  87.035  80.6    78.045  77.5    77.715  74.675  71.21   72.58   70.275  75.03   68.1    70.665  69.99   67.605  64.56   62.97   57.7    51.42  50.295  49.375  47.63   41.905  39.495  37.915  31.12   33.26   28.485  27.085  28.     24.19   26.645  23.8    23.535  22.44   22.615  22.515  21.765  22.14   21.255  21.635  22.295  22.03   22.565  20.8    21.72  23.425  22.65   22.205  21.435  20.165  17.345  15.745  23.87   40.81  45.99 ]"
173,141,Temporal,1,,172,,,172,1,Bistriate,,Euradiate,,Hopf1955,,"[138.61  138.095 125.105 130.825 130.02  137.28  141.27  145.295 146.68 156.285 157.645 160.975 164.1   168.4   164.085 163.025 160.38  161.685 150.285 154.965 150.5   151.16  150.215 149.045 142.875 140.56  144.435 141.345 138.84  140.66  147.89  147.085 146.895 146.765 146.79  137.04 131.505 136.3   128.51  127.515 115.57  115.855 104.115 104.445 105.38 104.01  103.53   96.095  94.745  99.12   94.97   94.175  95.475  93.4  91.86   92.925  95.285  88.315  79.85   78.805  76.33   73.19   79.18  77.76   73.04   62.955  61.96   59.175  56.72   53.615  60.155  56.095  50.47   53.09   50.005  48.1    44.68   45.32   36.95   32.22   36.18  31.48   29.76   36.03   26.88   26.435  25.42   24.245  23.505  22.33  20.315  17.275  19.095  17.365  17.88   16.81   14.965  13.12   11.925  15.965]"
174,142,Temporal,1,,169,,,169,1,Bistriate,,Euradiate,,Hopf1955,,"[219.66  176.185 163.605 165.53  158.72  165.25  165.975 173.74  168.815 173.74  172.08  170.355 165.15  165.88  164.36  165.025 170.19  171.015 172.125 175.63  171.265 170.145 168.765 171.035 168.955 164.02  169.61 166.305 162.44  164.07  164.905 159.715 161.055 157.445 156.835 160.895 155.49  157.68  152.015 149.48  144.695 139.295 134.525 131.52  131.735 127.99  122.815 117.785 114.3   116.09  109.49  102.885  93.565  94.945  87.73   82.735  90.16   88.46  100.13   91.51  102.01  102.105 106.255 105.455 106.04  105.685 109.355 110.185 107.645  96.98   99.71  102.465 102.125 102.415  96.81   94.1    97.49   95.55   92.745  88.545  88.125  81.82   83.78   80.84   71.99   60.09   61.725  52.4    55.165  44.335  39.055  35.305  30.93   21.645  16.945  14.875  13.62   16.74   15.97  22.035]"
175,143,Temporal,1,,189,,,189,0,,,,,,,
176,144,Temporal,1,,211,,,211,1,Bistriate,,Euradiate,,Hopf1955,,"[227.51  191.525 180.255 175.77  172.565 170.47  172.805 171.6   174.65 179.665 182.77  181.01  185.5   186.15  187.28  187.945 192.3   190.18 191.155 190.52  190.925 188.145 185.405 184.385 183.555 182.425 184.385 183.185 186.84  184.495 190.58  188.39  186.5   178.79  182.005 185.795 191.085 187.415 188.145 188.48  186.02  184.335 182.28  176.815 162.42 167.655 167.53  171.18  168.5   172.385 165.175 168.18  167.04  161.915 161.975 158.99  158.59  156.915 154.535 150.545 146.1   146.13  141.465 145.25  142.085 135.885 135.895 140.285 135.83  136.825 130.87  133.985 140.755 140.135 138.31  133.895 133.335 130.575 127.745 121.28  125.925 122.11  111.06  117.48  105.74  113.315 105.95   92.405  82.705  85.345  77.47   70.895  62.905  51.4    43.4    39.585  34.78   31.61   33.27  29.625]"
177,145,Temporal,1,,92,,,92,1,Unistriate,Propeunistriate,Euradiate,,Hopf1955,,"[175.34  182.445 176.69  191.525 196.635 207.58  191.515 193.785 200.25 209.27  209.62  209.37  209.9   208.19  205.155 204.535 197.935 187.36 187.675 174.68  162.8   156.345 145.455 144.48  143.695 141.285 133.255 126.525 116.195 111.785 101.28   90.85   88.89   94.175  82.46   65.985  63.99   59.115  59.36   59.48   42.855  44.355  39.94   36.62   37.975  36.505  39.31   37.915  38.61   36.575  33.415  31.62   35.815  35.14  35.235  35.41   35.99   30.725  33.78   31.44   32.83   30.395  29.575  31.605  31.575  32.94   32.32   32.675  29.455  31.295  31.79   31.26  31.645  32.59   29.095  29.42   27.42   27.535  29.045  29.005  30.365  30.195  26.905  28.1    28.81   27.255  27.14   23.955  23.025  24.1  23.055  22.03   22.26   21.245  19.84   21.355  19.74   19.43   18.675  18.43 ]"
178,146,Temporal,1,,65,,,65,1,Unistriate,Propeunistriate,Euradiate,,Hopf1955,,"[207.945 213.015 212.605 202.665 168.285 156.59  164.325 176.89  195.185 194.345 197.175 195.085 193.44  190.885 183.095 168.285 159.21  151.14 135.9   122.11  127.31  120.005 120.035 108.04   97.16  108.67   95.135  84.45   84.36   70.725  67.34   59.355  61.57   52.945  45.87   43.7  37.695  36.71   29.2    30.595  32.33   29.575  25.815  22.12   25.065  26.71   23.585  23.705  23.255  24.25   23.305  26.795  27.12   26.03  21.975  20.175  20.415  19.34   17.73   19.18   21.47   20.525  20.24  19.095  19.605  21.255  20.27   20.375  22.98   21.34   21.69   22.095  22.445  23.44   26.315  24.185  23.     23.045  22.55   23.18   22.94  24.405  24.15   23.51   25.085  23.085  22.05   21.435  20.975  20.51  21.035  20.69   19.125  21.98   20.205  20.195  18.64   19.175  18.165  19.9  ]"
179,147,Temporal,1,,87,,,87,1,Unistriate,Propeunistriate,Euradiate,,Hopf1955,,"[209.23  203.035 200.35  200.2   192.84  200.345 200.87  208.7   208.74 210.735 211.16  209.95  201.04  196.97  192.215 188.675 180.635 174.7 167.97  169.675 162.48  157.72  154.2   149.73  147.085 139.615 129.455 113.32  108.595 111.175 102.885 100.885  90.545  86.45   85.58   85.685  78.645  68.955  66.225  67.46   66.685  65.74   54.695  56.66   54.77  53.355  51.87   56.905  53.775  53.98   57.245  50.835  54.63   52.26  49.375  51.97   46.435  44.74   41.885  40.705  41.195  48.075  42.765  44.275  42.77   44.53   45.435  43.455  44.57   43.685  41.895  43.7  42.625  39.52   38.39   35.875  27.56   27.15   25.83   23.915  24.2  24.3    23.135  23.79   21.835  24.215  23.265  22.265  20.55   20.915  19.89   21.545  21.87   22.855  21.215  22.265  22.48   22.255  19.145  18.02 ]"
180,148,Temporal,1,,65,,,65,1,Unistriate,Propeunistriate,Euradiate,,Hopf1955,,"[209.23  203.035 200.35  200.2   192.84  200.345 200.87  208.7   208.74 210.735 211.16  209.95  201.04  196.97  192.215 188.675 180.635 174.7 167.97  169.675 162.48  157.72  154.2   149.73  147.085 139.615 129.455 113.32  108.595 111.175 102.885 100.885  90.545  86.45   85.58   85.685  78.645  68.955  66.225  67.46   66.685  65.74   54.695  56.66   54.77  53.355  51.87   56.905  53.775  53.98   57.245  50.835  54.63   52.26  49.375  51.97   46.435  44.74   41.885  40.705  41.195  48.075  42.765  44.275  42.77   44.53   45.435  43.455  44.57   43.685  41.895  43.7  42.625  39.52   38.39   35.875  27.56   27.15   25.83   23.915  24.2  24.3    23.135  23.79   21.835  24.215  23.265  22.265  20.55   20.915  19.89   21.545  21.87   22.855  21.215  22.265  22.48   22.255  19.145  18.02 ]"
181,149,Temporal,1,,84,,,84,1,Bistriate,,Euradiate,,Hopf1955,,"[212.19  228.13  230.42  223.59  184.525 189.875 196.135 210.83  218.785 221.77  219.615 217.985 220.97  219.745 218.23  217.785 214.71  207.39 199.65  188.26  184.195 175.455 177.445 174.71  170.015 173.695 162.505 162.675 159.425 152.94  152.29  144.38  147.365 139.82  142.09  137.565 134.92  135.22  134.275 126.695 129.425 117.615 109.02   99.44   98.28  92.44   86.675  89.34   71.835  64.525  67.31   61.78   56.26   53.745  53.7    49.25   50.315  49.995  47.745  47.715  48.705  52.74   55.995  55.055  52.02   51.98   53.66   47.255  51.815  45.645  48.05   46.915  49.445  44.385  40.055  42.02   43.675  44.59   41.36   38.565  36.375  34.975  35.27   26.665  29.215  27.75   23.38   22.34   20.04   18.305  21.45   19.14   18.49   19.57   19.405  20.045  20.11   18.265  16.61  16.31 ]"
182,150,Temporal,1,,95,,,95,1,Unistriate,Propeunistriate,Euradiate,,Hopf1955,,"[238.4   213.41  215.14  217.425 218.385 195.39  179.715 173.545 193.275 196.555 195.32  198.205 201.84  204.705 204.035 199.505 199.29  197.67 197.245 193.48  190.965 183.675 184.31  176.525 169.815 169.76  166.125 167.6   160.74  158.5   156.75  156.225 160.125 148.025 144.085 141.545 136.595 130.76  113.94  102.555  99.255 105.65   87.115  74.19   68.93  66.17   61.     55.485  52.42   49.14   48.54   47.185  51.96   52.675  52.31   54.735  57.615  52.325  51.87   53.045  47.14   44.085  43.5  37.005  36.895  40.515  35.865  36.56   36.03   33.31   32.08   32.695  30.78   31.505  29.57   28.025  26.77   28.425  28.965  28.4    28.3  28.42   29.985  30.16   28.585  30.11   29.245  28.61   28.525  29.38  28.58   29.585  28.325  28.735  28.665  29.675  30.825  28.835  29.16  27.82 ]"
183,151,Temporal,1,,65,,,65,0,,,,,,,
184,152,Temporal,1,,87,,,87,1,Unistriate,Propeunistriate,Euradiate,,Hopf1955,,"[211.485 220.615 224.855 226.76  224.685 225.385 227.235 227.28  211.125 212.385 202.82  184.96  176.625 195.15  200.73  200.165 194.605 192.07 191.34  188.475 181.7   166.53  151.59  142.235 135.4   122.    109.285  97.41   90.76   84.08   80.66   75.195  70.55   67.325  57.435  60.36  56.745  54.395  47.895  53.775  49.845  52.365  49.615  41.195  41.16  43.495  41.195  38.14   33.31   36.725  32.705  34.805  39.185  37.445  36.46   35.315  33.13   30.455  27.45   27.655  31.545  25.785  23.43  23.05   21.59   24.465  23.905  22.11   24.435  23.57   24.12   24.8  26.84   29.38   25.335  24.39   24.335  24.37   26.655  25.73   22.65  24.4    23.4    23.07   23.485  23.1    21.545  20.84   19.14   19.47  18.515  20.14   18.19   18.025  16.925  15.75   13.5    12.805  13.155  14.435]"
185,153,Temporal,1,,93,,,93,1,Unistriate,Propeunistriate,Euradiate,,Hopf1955,,"[245.9   193.1   142.575 157.155 165.535 173.235 181.845 180.635 183.325 183.985 183.625 175.73  176.06  176.185 168.785 157.84  157.23  145.76 145.81  142.645 136.24  132.985 136.685 133.575 124.065 126.965 122.705 121.045 113.63  113.215 115.21  103.365  94.91   93.93   80.885  74.825  69.95   63.53   59.785  61.15   52.91   47.46   45.225  38.855  32.43  29.06   29.64   30.09   27.47   29.3    27.605  26.795  30.35   31.315  33.84   32.685  34.97   31.885  28.555  27.405  23.92   22.52   24.86  23.57   25.74   23.145  20.575  22.585  26.775  24.025  23.125  25.49  23.87   23.665  18.715  22.48   21.09   23.51   19.625  19.875  17.165  18.045  17.23   16.53   16.005  16.42   15.51   15.865  16.14   15.675  14.74   15.57   14.905  15.525  14.455  14.045  12.605  12.4    12.58  15.435]"
186,154,Temporal,1,,92,,,92,1,Unistriate,Propeunistriate,Euradiate,,Hopf1955,,"[204.95  214.875 175.445 165.455 198.09  196.65  209.33  203.4   215.735 218.51  218.24  214.18  209.725 207.005 198.605 191.085 187.175 178.235 167.815 172.57  165.41  169.68  169.135 165.755 159.205 163.69  163.55 154.805 156.81  147.415 139.415 129.475 123.455 122.945 113.765 114.405 109.5   101.085 100.475  94.73   82.3    78.565  78.19   69.41   62.945  65.675  62.275  64.955  61.805  55.51   56.955  54.92   60.57   54.805  57.42   61.81   63.44   58.205  64.35   58.5    62.14   62.375  54.825  47.905  46.8    53.5    54.725  51.91   52.43   52.53   53.335  49.585  49.475  46.575  48.92   51.735  49.575  51.405  53.79   47.255  38.25  43.015  37.545  34.29   31.71   27.89   24.88   24.72   21.905  23.195  20.905  22.665  18.415  20.285  20.875  18.57   20.105  16.155  14.47  14.75 ]"
187,155,Temporal,1,,93,,,93,1,Unistriate,Propeunistriate,Euradiate,,Hopf1955,,"[233.375 188.805 183.7   179.035 190.11  185.57  186.97  179.475 176.44 176.14  175.88  177.965 173.315 173.275 166.045 163.815 161.495 164.555 157.585 159.675 155.46  153.375 153.115 151.565 153.455 139.86  146.975 133.92  140.09  133.7   122.485 112.63  108.71  101.49   94.14   89.745  87.275  78.58   72.14   65.575  64.05   56.58   54.775  50.56   47.725  45.705  41.77   45.35   46.765  51.645  42.81   45.12   39.08   44.795  48.275  52.805  44.96   53.195  48.4    46.315  51.825  50.225  54.77  53.885  48.25   47.51   49.745  49.165  47.405  45.49   44.435  41.355  46.175  46.17   44.74   43.02   44.55   42.04   40.565  39.37   39.315  38.055  38.465  38.875  36.76   36.98   35.61   33.78   33.105  34.6  32.78   32.365  30.99   28.47   26.925  25.505  22.675  20.605  19.42  20.12 ]"
188,156,Temporal,1,,88,,,88,1,Unistriate,Propeunistriate,Euradiate,,Hopf1955,,"[243.07  220.225 201.38  170.46  180.64  191.04  191.965 187.92  181.78 182.35  181.425 178.89  168.76  171.08  168.31  169.15  162.315 160.915 161.88  154.635 153.2   156.315 146.52  138.255 129.9   121.56  120.285 108.17   99.995  93.395  84.625  79.13   75.18   72.965  60.22   60.375  57.55   58.94   58.01   55.385  62.91   58.24   57.275  55.325  60.21  59.28   57.7    60.525  58.525  64.29   63.96   65.015  60.7    57.03  56.74   54.865  59.45   52.37   52.69   49.415  51.01   48.705  51.1  53.73   50.245  49.49   48.715  50.475  45.47   41.335  46.59   45.25  42.08   41.065  37.635  36.485  38.635  34.745  34.25   31.61   29.64  26.865  30.475  29.65   26.39   23.675  22.655  21.74   21.52   21.29  20.05   17.635  18.41   18.795  16.71   16.015  15.465  17.3    15.49  16.385]"
189,157,Temporal,1,,72,,,72,1,Unistriate,Propeunistriate,Euradiate,,Hopf1955,,"[245.31  224.525 221.725 220.53  218.365 216.855 216.86  213.735 200.65 123.71  168.43  174.45  169.705 168.76  164.18  164.8   157.155 154.045 153.69  150.17  149.5   130.815 119.73  106.64  102.21   92.235  87.765  89.29   78.555  81.965  70.235  66.33   67.705  61.1    59.945  58.94  54.215  54.585  45.595  47.555  47.805  49.375  43.46   40.84   42.52  39.525  37.49   37.675  39.63   37.825  45.275  45.885  43.945  42.39  43.13   43.74   42.21   39.795  35.275  39.83   37.56   37.335  29.72  32.99   37.275  33.065  36.115  33.585  33.205  33.825  29.675  29.395  28.185  25.84   23.8    24.105  23.065  21.01   23.43   23.08   20.4  19.665  20.795  19.365  20.66   18.355  19.335  20.04   19.875  20.695  20.87   20.215  20.79   20.01   20.19   20.245  20.555  17.77   13.97  15.305]"
190,158,Temporal,1,149,,,,149,1,Astriate,Propeastriate,Euradiate,,Hopf1955,,"[211.08  216.635 214.235 214.965 216.71  213.185 210.48  195.68  197.31 198.68  195.995 196.065 195.99  198.98  198.22  202.435 199.915 198.595 198.465 197.055 194.655 193.045 189.16  187.725 192.075 193.665 192.055 185.015 191.46  187.835 188.71  189.635 187.285 183.665 177.655 177.295 180.78  180.305 177.785 176.53  178.7   178.395 170.22  169.81  169.095 171.975 166.08  164.875 163.145 156.105 161.22  157.91  153.29  149.935 135.245 139.81  139.19  137.68  133.035 135.005 130.155 137.67  133.055 141.62  138.2   131.34  132.01  132.845 129.28  131.735 131.035 124.56 125.    119.51  115.37  111.585 104.395 105.645  98.875 104.115 101.42  96.065  87.03   87.69   64.33   67.835  45.935  35.505  29.515  28.7  27.88   27.18   27.925  25.845  25.965  24.295  23.685  21.235  19.555  30.34 ]"
191,159,Temporal,1,93,,,,93,1,Astriate,Propeastriate,Euradiate,,Hopf1955,,"[242.98  224.905 220.435 205.855 184.825 172.35  175.27  180.5   187.84 188.66  187.495 189.84  192.01  191.16  189.045 186.695 182.375 179.33 176.425 179.485 178.51  177.61  170.93  171.115 174.47  168.4   169.4 162.895 167.515 167.065 170.475 164.275 149.44  154.895 138.86  137.445 119.77  124.115 109.86  107.735  97.83   90.48   84.2    86.23   79.625  85.755  89.055  87.02   84.045  80.875  78.945  88.74   81.075  86.92  83.025  80.68   82.37   81.775  80.135  79.315  82.355  82.32   71.95  73.895  75.495  68.075  68.715  65.085  68.54   65.32   65.015  66.43  61.935  60.17   54.295  57.485  54.455  56.6    49.38   46.07   44.35  39.24   34.065  29.955  25.415  22.3    21.895  21.535  19.365  18.595  18.855  16.68   19.295  17.89   16.91   15.045  13.76   11.24   10.53  11.3  ]"
192,160,Temporal,1,93,185,,,139,1,Astriate,Propeastriate,Euradiate,,Hopf1955,,"[241.725 209.56  211.63  211.175 198.19  121.22  126.14  157.565 163.095 164.67  166.84  172.4   180.665 183.925 180.315 181.515 180.305 180.135 177.54  180.7   181.795 183.865 183.065 180.9   180.625 181.55  175.02 176.96  175.76  175.93  163.99  157.89  138.655 133.26  126.51  122.105 109.625 100.89   92.84   90.18   83.34   75.05   73.65   77.98   78.245  75.785  77.81   71.04   79.8    76.85   76.105  78.59   70.75   61.905  65.49   58.695  63.015  55.345  50.415  53.73   55.13   53.75   52.46  49.755  51.9    50.435  49.025  47.205  49.485  47.85   48.645  45.985  46.71   43.7    43.385  43.455  43.995  40.005  40.325  39.94   32.705  31.655  30.825  31.62   29.665  28.035  25.63   23.56   21.14   20.395  20.94   20.18   19.185  20.54   18.045  16.585  14.125  11.02   10.685  13.31 ]"
193,161,Temporal,1,82,96,,,89,0,,,,,,,
194,162,Temporal,1,105,,,,105,1,Unistriate,,Euradiate,,Hopf1955,,"[242.415 226.775 222.455 225.405 228.275 227.965 228.41  228.27  229.73 230.79  231.65  231.045 231.66  229.665 231.29  229.705 228.415 229.4 226.525 227.045 224.645 221.905 223.62  221.6   216.21  216.18  209.01 202.46  197.5   185.61  173.255 161.165 135.95  131.065 128.375 124.82 114.465 119.01  119.88  119.78  120.485 122.62  124.26  118.39  120.125 114.09  112.73  111.555 111.505 114.66  119.355 109.575 109.735 105.025 101.145  95.015 103.225  99.11   90.47   93.355  89.885  94.27   95.66  91.78   86.06   95.135  81.11   78.505  81.185  77.83   68.925  53.7  50.36   48.775  47.805  38.66   37.42   38.36   41.98   42.1    44.51  43.47   40.2    33.85   36.895  32.755  30.975  27.145  20.655  20.26  18.37   16.73   15.28   12.77   12.81   11.395  11.25   10.755  11.055  11.035]"
195,163,Temporal,1,146,,,120,133,1,Unistriate,,Euradiate,Tenuifibrosa,Hopf1955,,"[116.6   135.325 155.36  181.565 182.17  196.065 192.525 200.45  199.18 203.615 208.17  208.45  214.28  212.495 212.945 216.885 214.475 216.17 215.06  212.825 214.395 212.805 209.92  209.74  209.415 200.31  203.645 196.3   190.46  184.815 179.975 169.395 167.64  151.975 149.855 138.8 130.215 129.265 122.57  120.84  124.97  124.095 124.915 136.195 138.29 134.195 135.995 144.355 133.88  134.03  132.88  126.485 120.45  117.285 124.54  120.06  120.86  119.09  119.33  120.075 124.845 118.94  112.15 103.17  104.58  105.73  102.45  102.65  100.925 100.25   99.025  95.37  94.095  92.1    86.565  87.615  83.975  78.895  77.39   67.19   62.985  65.295  64.045  55.74   60.105  48.7    51.5    45.605  47.665  50.24  47.755  40.985  40.27   44.     46.995  39.41   36.49   28.895  23.455  18.455]"
196,164,Temporal,1,167,,,139,153,1,Unistriate,,Euradiate,Tenuifibrosa,Hopf1955,,"[232.18  208.31  201.065 214.285 216.3   215.855 218.43  217.645 216.655 220.17  217.435 220.9   213.935 220.355 216.51  218.845 219.08  218.765 218.715 212.52  207.12  203.82  194.615 182.775 182.125 172.26  166.065 165.395 154.105 147.665 144.845 137.925 137.52  136.775 135.635 133.915 126.805 140.6   129.045 130.09  128.345 124.935 122.315 120.96  119.865 121.18  118.415 119.035 114.46  111.11  110.29  103.085 100.62   96.42  97.41   96.37   95.37   87.795  93.63   96.68   93.38   96.23   92.38  98.95  100.49   96.42   92.435  97.465  89.07   86.375  87.99   87.045  85.16   84.085  74.305  77.265  71.535  67.74   60.87   56.395  44.92  41.6    37.24   33.175  32.1    28.78   26.4    24.315  21.76   21.515  20.615  20.59   18.4    18.855  15.365  14.21   13.865  13.39   12.6  14.915]"
197,165,Temporal,1,110,,,,110,1,Unistriate,,Euradiate,,Hopf1955,,"[241.21  221.15  225.865 203.285 222.535 228.3   223.6   228.77  231.51 231.76  231.31  227.07  228.425 225.74  237.12  223.685 225.84  225.605 221.84  216.52  202.855 184.575 182.49  165.045 147.59  150.08  134.07 136.685 117.455 109.875 102.85   93.12  101.3    93.795  96.79   94.53 107.265 102.215 107.035 106.55  103.145  97.735  97.755  90.935  84.79  86.755  86.44   83.305  77.085  85.32   85.085  89.11   92.32   91.98  90.76   86.1    81.16   89.555  80.8    77.39   80.215  71.98   72.295  68.34   71.345  71.52   75.18   80.45   80.815  64.9    61.335  57.06  52.055  51.26   50.905  47.45   40.715  36.615  37.305  36.615  33.44  32.305  32.3    29.94   29.83   28.675  28.615  28.53   29.585  26.96  26.67   24.74   22.94   23.535  20.93   18.71   17.38   16.33   15.67  17.355]"
